field_1,id,w,link_id
"2241","5260256775","0.5","5260256775"
"2242","5260256774","0.5","5260256774"
"2243","2271615881","1.5","2271615881"
"2244","8820668928","4.5","8820668928"
"2245","5260256767","1.5","5260256767"
"2246","2271615754","1.5","2271615754"
"2247","2271615841","2.0","2271615841"
"2248","2271615861","1.5","2271615861"
"2249","5260256746","1.5","5260256746"
"2250","2271615825","1.5","2271615825"
"2251","5260013532","1.5","5260013532"
"2252","2271615762","4.5","2271615762"
"2253","5261462168","2.25","5261462168"
"2254","2271615908","1.5","2271615908"
"2255","2271615970","1.5","2271615970"
"2256","2271615962","1.5","2271615962"
"2257","2271616009","1.5","2271616009"
"2258","5260013534","1.5","5260013534"
"2259","5260013533","1.5","5260013533"
"2260","2271616115","1.5","2271616115"
"2261","2271616093","1.5","2271616093"
"2262","5260013536","1.5","5260013536"
"2263","2684045561","2.0","2684045561"
"2264","6759019375","2.0","6759019375"
"2265","2271616054","7.5","2271616054"
"2266","2271616002","7.5","2271616002"
"2267","5923265441","7.0","5923265441"
"2268","2572152611","7.0","2572152611"
"2269","8404916634","6.0","8404916634"
"2270","2572147089","7.0","2572147089"
"2271","5923265444","7.0","5923265444"
"2272","5260013535","2.0","5260013535"
"2273","6555207908","9.0","6555207908"
"2274","6555207881","4.5","6555207881"
"2275","10141734850","5.1","10141734850"
"2276","5956902255","1.5","5956902255"
"2277","5956902258","2.0","5956902258"
"2278","7278970766","1.5","7278970766"
"2279","2271616380","7.0","2271616380"
"2280","2271616370","7.5","2271616370"
"2281","5500196263","5.5","5500196263"
"2282","2572158717","7.0","2572158717"
"2283","7856098677","5.5","7856098677"
"2284","5803893305","3.0","5803893305"
"2285","5500196261","5.5","5500196261"
"2286","6235289891","2.5","6235289891"
"2287","6449314291","5.5","6449314291"
"2288","5956902259","1.5","5956902259"
"2289","4999142458","3.1","4999142458"
"2290","2572152629","4.0","2572152629"
"2291","7856098676","5.5","7856098676"
"2292","4955348008","5.5","4955348008"
"2293","2271616432","5.5","2271616432"
"2294","6449314292","5.5","6449314292"
"2295","2572147098","2.5","2572147098"
"2296","4955348323","2.5","4955348323"
"2297","2271616492","6.0","2271616492"
"2298","2271616461","6.0","2271616461"
"2299","7123778006","6.0","7123778006"
"2300","9869982277","1.1","9869982277"
"2301","9869981345","5.1","9869981345"
"2302","7814419441","7.0","7814419441"
"2303","7994600898","1.5","7994600898"
"2304","7994600889","6.0","7994600889"
"2305","10083006723","1.1","10083006723"
"2306","10083006721","5.1","10083006721"
"2307","9869982326","1.1","9869982326"
"2308","9869982271","0.1","9869982271"
"2309","2271616485","7.5","2271616485"
"2310","2271616480","10.0","2271616480"
"2311","2271616530","10.0","2271616530"
"2312","6449314293","10.0","6449314293"
"2313","10141871963","5.1","10141871963"
"2314","2271616482","7.5","2271616482"
"2315","2271616536","10.0","2271616536"
"2316","2690053778","10.0","2690053778"
"2317","7624048731","5.5","7624048731"
"2318","5738961628","2.5","5738961628"
"2319","5938736122","5.5","5938736122"
"2320","2572147068","7.0","2572147068"
"2321","7994600894","0.5","7994600894"
"2322","4051877545","10.0","4051877545"
"2323","5248769261","5.5","5248769261"
"2324","7624048730","6.0","7624048730"
"2325","7624048721","5.5","7624048721"
"2326","7624048732","5.5","7624048732"
"2327","9102672640","8.0","9102672640"
"2328","9102672639","0.7","9102672639"
"2329","5402478164","5.199999999999999","5402478164"
"2330","9505189140","0.30000000000000004","9505189140"
"2331","9505189122","5.1","9505189122"
"2332","5402478167","0.30000000000000004","5402478167"
"2333","9054880929","0.4","9054880929"
"2334","9505189139","0.1","9505189139"
"2335","9505189144","0.1","9505189144"
"2336","9280038761","0.30000000000000004","9280038761"
"2337","5402477859","2.1","5402477859"
"2338","9280023060","0.1","9280023060"
"2339","9280038755","0.30000000000000004","9280038755"
"2340","4399007081","2.1","4399007081"
"2341","9280038754","0.30000000000000004","9280038754"
"2342","4550914164","8.5","4550914164"
"2343","2288328058","4.75","2288328058"
"2344","4550914152","2.2","4550914152"
"2345","2915993964","8.5","2915993964"
"2346","4550914570","3.0","4550914570"
"2347","4550914583","0.2","4550914583"
"2348","9373387711","2.1","9373387711"
"2349","9166974321","0.1","9166974321"
"2350","9247315860","0.4","9247315860"
"2351","2288328081","0.30000000000000004","2288328081"
"2352","5402477845","0.30000000000000004","5402477845"
"2353","9247332026","0.4","9247332026"
"2354","9247332034","0.30000000000000004","9247332034"
"2355","9247315867","0.30000000000000004","9247315867"
"2356","9247315853","0.1","9247315853"
"2357","9392021336","0.30000000000000004","9392021336"
"2358","9392021323","0.30000000000000004","9392021323"
"2359","9247315915","0.30000000000000004","9247315915"
"2360","9247315894","0.4","9247315894"
"2361","9247332024","0.4","9247332024"
"2362","2919859870","5.5","2919859870"
"2363","2288328094","6.0","2288328094"
"2364","2919859886","5.5","2919859886"
"2365","8150290977","2.1","8150290977"
"2366","2919860001","1.5","2919860001"
"2367","2919859887","1.5","2919859887"
"2368","9101523226","5.199999999999999","9101523226"
"2369","9505188875","2.1","9505188875"
"2370","9505188855","0.30000000000000004","9505188855"
"2371","6000889781","9.5","6000889781"
"2372","6000889782","8.5","6000889782"
"2373","2908415778","4.0","2908415778"
"2374","9101523291","5.1","9101523291"
"2375","2288328104","5.1","2288328104"
"2376","9505189100","5.1","9505189100"
"2377","9101523250","0.30000000000000004","9101523250"
"2378","9260615887","0.30000000000000004","9260615887"
"2379","9054860868","5.1","9054860868"
"2380","9505189101","0.30000000000000004","9505189101"
"2381","9101523270","0.30000000000000004","9101523270"
"2382","9101523276","0.30000000000000004","9101523276"
"2383","4550914390","10.5","4550914390"
"2384","2288343493","12.5","2288343493"
"2385","9013579710","5.5","9013579710"
"2386","9013579706","8.5","9013579706"
"2387","2919862490","8.0","2919862490"
"2388","4550914158","8.0","4550914158"
"2389","9013579703","1.5","9013579703"
"2390","2479065667","6.0","2479065667"
"2391","2918602588","7.6","2918602588"
"2392","2329062690","6.0","2329062690"
"2393","2329062689","3.0","2329062689"
"2394","4359391157","3.0","4359391157"
"2395","7894206485","3.0","7894206485"
"2396","6312753375","10.0","6312753375"
"2397","7804260669","3.0","7804260669"
"2398","7894206487","2.5","7894206487"
"2399","7894143884","4.0","7894143884"
"2400","6312753382","10.0","6312753382"
"2401","9176043159","6.0","9176043159"
"2402","2329094576","2.0","2329094576"
"2403","2329293161","2.0","2329293161"
"2404","4230775764","2.25","4230775764"
"2405","7764512061","3.0","7764512061"
"2406","4220527834","3.0","4220527834"
"2407","7764525190","5.0","7764525190"
"2408","3541376411","3.0","3541376411"
"2409","7804260670","1.75","7804260670"
"2410","2691023148","10.0","2691023148"
"2411","2404125668","10.0","2404125668"
"2412","7620512701","5.5","7620512701"
"2413","3582236094","6.0","3582236094"
"2414","8154889219","10.0","8154889219"
"2415","9177762505","5.5","9177762505"
"2416","8154889220","10.0","8154889220"
"2417","9177762504","5.5","9177762504"
"2418","8929712131","1.5","8929712131"
"2419","5966512326","6.0","5966512326"
"2420","3655252353","7.0","3655252353"
"2421","2404125678","6.0","2404125678"
"2422","6633319308","7.5","6633319308"
"2423","3655252354","10.0","3655252354"
"2424","2881481416","3.0","2881481416"
"2425","3655252355","10.0","3655252355"
"2426","3655252351","10.0","3655252351"
"2427","6633319310","7.5","6633319310"
"2428","2572147005","4.0","2572147005"
"2429","3655252356","10.0","3655252356"
"2430","5923265455","7.0","5923265455"
"2431","2404125693","6.5","2404125693"
"2432","9811172824","5.5","9811172824"
"2433","2572146991","6.0","2572146991"
"2434","9811172833","1.75","9811172833"
"2435","2572147016","7.0","2572147016"
"2436","5923265457","7.0","5923265457"
"2437","8857370280","5.5","8857370280"
"2438","4220425665","10.0","4220425665"
"2439","9811172829","5.5","9811172829"
"2440","9103606351","1.75","9103606351"
"2441","5969099052","5.5","5969099052"
"2442","9103606350","5.5","9103606350"
"2443","3655252364","10.0","3655252364"
"2444","7214733957","4.0","7214733957"
"2445","2404125714","6.0","2404125714"
"2446","9811172817","5.5","9811172817"
"2447","7214733907","2.5","7214733907"
"2448","9574290147","2.5","9574290147"
"2449","2572147013","10.0","2572147013"
"2450","9811172823","5.5","9811172823"
"2451","3655252390","7.0","3655252390"
"2452","2572147033","4.0","2572147033"
"2453","7214733912","7.0","7214733912"
"2454","5454036165","3.0","5454036165"
"2455","2408595653","3.0","2408595653"
"2456","5454111184","1.5","5454111184"
"2457","5454036098","3.0","5454036098"
"2458","5454036166","3.0","5454036166"
"2459","5454036183","1.5","5454036183"
"2460","3227951629","1.5","3227951629"
"2461","5454036204","2.0","5454036204"
"2462","2408596117","3.0","2408596117"
"2463","3541376400","3.0","3541376400"
"2464","9346947854","5.1","9346947854"
"2465","2408595747","5.5","2408595747"
"2466","9346947829","5.1","9346947829"
"2467","9404458211","1.1","9404458211"
"2468","9346947792","7.5","9346947792"
"2469","9346947842","0.4","9346947842"
"2470","9346947865","5.1","9346947865"
"2471","7203195165","3.0","7203195165"
"2472","9404458232","0.30000000000000004","9404458232"
"2473","4550854659","10.0","4550854659"
"2474","2408595756","8.0","2408595756"
"2475","8906018643","5.5","8906018643"
"2476","8906018647","1.5","8906018647"
"2477","3597711484","7.0","3597711484"
"2478","7214595431","6.0","7214595431"
"2479","8906018684","5.199999999999999","8906018684"
"2480","9513361483","6.0","9513361483"
"2481","9513361484","7.0","9513361484"
"2482","9513361469","2.0","9513361469"
"2483","9513361489","3.0","9513361489"
"2484","4999142444","9.5","4999142444"
"2485","2408595794","9.5","2408595794"
"2486","4999142440","9.5","4999142440"
"2487","7920130555","9.5","7920130555"
"2488","5093779389","3.0","5093779389"
"2489","7920130586","9.5","7920130586"
"2490","9785599063","7.0","9785599063"
"2491","4999142441","9.5","4999142441"
"2492","8857370299","1.0","8857370299"
"2493","5743578850","8.5","5743578850"
"2494","9198895433","3.0","9198895433"
"2495","2408595798","3.5","2408595798"
"2496","9205274678","3.0","9205274678"
"2497","9205274671","3.0","9205274671"
"2498","9198895447","3.0","9198895447"
"2499","9198895435","1.5","9198895435"
"2500","8785892914","2.1","8785892914"
"2501","9220181901","1.1","9220181901"
"2502","2408596230","8.25","2408596230"
"2503","5738961701","12.5","5738961701"
"2504","6784800979","7.0","6784800979"
"2505","6161017854","8.25","6161017854"
"2506","7214630994","6.25","7214630994"
"2507","2408595818","6.25","2408595818"
"2508","3597711490","9.5","3597711490"
"2509","9513361503","3.5","9513361503"
"2510","8785892879","2.6","8785892879"
"2511","8785892899","7.6","8785892899"
"2512","7214631011","8.5","7214631011"
"2513","5454149642","9.5","5454149642"
"2514","7214595328","4.0","7214595328"
"2515","2408595893","4.0","2408595893"
"2516","7214595372","2.5","7214595372"
"2517","8264471021","2.5","8264471021"
"2518","7214595326","3.0","7214595326"
"2519","9513361498","4.0","9513361498"
"2520","7214502884","3.0","7214502884"
"2521","9513361494","2.5","9513361494"
"2522","7214595375","1.5","7214595375"
"2523","7214595497","2.5","7214595497"
"2524","8264471019","1.5","8264471019"
"2525","7214595342","2.5","7214595342"
"2526","2408595922","3.5","2408595922"
"2527","2408596102","3.75","2408596102"
"2528","9513361501","3.0","9513361501"
"2529","7214595333","3.0","7214595333"
"2530","2408596010","4.5","2408596010"
"2531","7927166588","4.5","7927166588"
"2532","7927166585","3.75","7927166585"
"2533","8264475900","2.5","8264475900"
"2534","8264453928","2.1","8264453928"
"2535","7927166586","5.0","7927166586"
"2536","7927166584","4.75","7927166584"
"2537","4550854633","7.0","4550854633"
"2538","2408596044","7.0","2408596044"
"2539","4550854652","5.0","4550854652"
"2540","7214595402","3.5","7214595402"
"2541","9146434943","2.1","9146434943"
"2542","4550854642","6.25","4550854642"
"2543","4550854649","3.75","4550854649"
"2544","3597691565","7.5","3597691565"
"2545","9893290665","5.2","9893290665"
"2546","8852508115","10.0","8852508115"
"2547","9100117645","5.5","9100117645"
"2548","4989788325","5.5","4989788325"
"2549","9893290667","0.2","9893290667"
"2550","5454036085","1.5","5454036085"
"2551","4151740518","4.5","4151740518"
"2552","5454036086","2.0","5454036086"
"2553","5454036083","2.0","5454036083"
"2554","3227951627","2.0","3227951627"
"2555","5454036108","2.5","5454036108"
"2556","5454036103","3.0","5454036103"
"2557","6389943809","12.5","6389943809"
"2558","2408596121","12.5","2408596121"
"2559","9785599058","10.0","9785599058"
"2560","2408596193","12.5","2408596193"
"2561","7928022331","8.5","7928022331"
"2562","2662847733","9.5","2662847733"
"2563","6389943803","12.5","6389943803"
"2564","9785599057","10.0","9785599057"
"2565","6389942884","7.5","6389942884"
"2566","9785599060","6.0","9785599060"
"2567","4871287031","5.5","4871287031"
"2568","2408596168","5.1","2408596168"
"2569","4871344174","5.1","4871344174"
"2570","9101000068","0.30000000000000004","9101000068"
"2571","4871286712","5.5","4871286712"
"2572","4871286847","1.5","4871286847"
"2573","9101000091","5.1","9101000091"
"2574","4871360981","0.30000000000000004","4871360981"
"2575","9101000081","0.30000000000000004","9101000081"
"2576","7214631008","0.30000000000000004","7214631008"
"2577","2572157134","9.5","2572157134"
"2578","4623661138","7.0","4623661138"
"2579","2662847732","8.5","2662847732"
"2580","5093779387","4.0","5093779387"
"2581","5653941268","8.5","5653941268"
"2582","2408596197","8.5","2408596197"
"2583","5956901886","12.5","5956901886"
"2584","5653941270","0.7","5653941270"
"2585","2572152601","8.6","2572152601"
"2586","2662847726","9.5","2662847726"
"2587","9785599068","6.0","9785599068"
"2588","5500196257","12.5","5500196257"
"2589","5956901903","12.5","5956901903"
"2590","6511004661","5.2","6511004661"
"2591","5743576515","10.0","5743576515"
"2592","2572152650","10.0","2572152650"
"2593","5743576516","12.5","5743576516"
"2594","2572152674","12.5","2572152674"
"2595","6784800980","7.0","6784800980"
"2596","5738961702","6.0","5738961702"
"2597","4550854662","6.0","4550854662"
"2598","7214595311","3.0","7214595311"
"2599","9205274642","0.5","9205274642"
"2600","9404457820","5.1","9404457820"
"2601","2690137874","6.25","2690137874"
"2602","2408596333","7.5","2408596333"
"2603","5015933099","5.5","5015933099"
"2604","7823205756","3.5","7823205756"
"2605","5454245994","3.5","5454245994"
"2606","5454246016","2.6","5454246016"
"2607","2690137870","2.6","2690137870"
"2608","5015933097","5.5","5015933097"
"2609","5015933098","0.5","5015933098"
"2610","5015933092","0.5","5015933092"
"2611","7832207171","5.5","7832207171"
"2612","2471746654","1.2","2471746654"
"2613","5167087297","1.2","5167087297"
"2614","5167087286","0.6000000000000001","5167087286"
"2615","5167087296","0.6000000000000001","5167087296"
"2616","10059030884","0.6000000000000001","10059030884"
"2617","2479059770","7.0","2479059770"
"2618","5123289076","4.0","5123289076"
"2619","8167650080","7.0","8167650080"
"2620","8167650082","3.0","8167650082"
"2621","8167650081","7.0","8167650081"
"2622","2479059771","7.0","2479059771"
"2623","3226194985","4.0","3226194985"
"2624","9757422555","7.0","9757422555"
"2625","9757422557","4.0","9757422557"
"2626","7203195109","4.0","7203195109"
"2627","9757422553","7.0","9757422553"
"2628","2479060486","9.5","2479060486"
"2629","5055122116","8.5","5055122116"
"2630","5055122117","9.5","5055122117"
"2631","2930633525","7.699999999999999","2930633525"
"2632","2479060488","4.0","2479060488"
"2633","5055139136","3.0","5055139136"
"2634","5055139139","4.0","5055139139"
"2635","5055139143","3.0","5055139143"
"2636","2479060489","4.0","2479060489"
"2637","9013579693","9.5","9013579693"
"2638","5055139137","3.0","5055139137"
"2639","5055139144","3.0","5055139144"
"2640","5055139134","4.0","5055139134"
"2641","2919862459","3.0","2919862459"
"2642","5055122120","3.0","5055122120"
"2643","3227955449","2.1","3227955449"
"2644","9101523320","2.2","9101523320"
"2645","9373399540","2.1","9373399540"
"2646","2908415770","4.6","2908415770"
"2647","9101523316","2.2","9101523316"
"2648","9101523319","2.1","9101523319"
"2649","9373399539","0.1","9373399539"
"2650","9660078639","0.30000000000000004","9660078639"
"2651","9468720597","2.6","9468720597"
"2652","8016012909","7.5","8016012909"
"2653","9013573081","6.0","9013573081"
"2654","9340236963","5.1","9340236963"
"2655","9505188812","0.30000000000000004","9505188812"
"2656","9340236967","0.4","9340236967"
"2657","9510157404","5.5","9510157404"
"2658","9013573082","5.5","9013573082"
"2659","2479065655","5.199999999999999","2479065655"
"2660","6074607457","5.5","6074607457"
"2661","2908420129","0.30000000000000004","2908420129"
"2662","2908459301","0.30000000000000004","2908459301"
"2663","2908424582","3.5","2908424582"
"2664","2918581309","5.5","2918581309"
"2665","6074607456","1.5","6074607456"
"2666","2908420130","0.1","2908420130"
"2667","8016012908","0.1","8016012908"
"2668","2918581325","0.7","2918581325"
"2669","9510157374","5.1","9510157374"
"2670","2479065657","6.5","2479065657"
"2671","2908420126","1.5","2908420126"
"2672","9505188830","0.5","9505188830"
"2673","2908420128","0.5","2908420128"
"2674","2479065662","5.199999999999999","2479065662"
"2675","9510157375","0.1","9510157375"
"2676","2918581310","1.5","2918581310"
"2677","2915993919","2.0","2915993919"
"2678","2918581321","1.5","2918581321"
"2679","6000892582","0.4","6000892582"
"2680","2915993905","0.7","2915993905"
"2681","2915993906","0.30000000000000004","2915993906"
"2682","9246243213","0.1","9246243213"
"2683","5055139146","3.5","5055139146"
"2684","2915993904","2.6","2915993904"
"2685","2930651175","10.0","2930651175"
"2686","7203195419","7.699999999999999","7203195419"
"2687","2493349046","7.6","2493349046"
"2688","8325059427","0.4","8325059427"
"2689","8325059426","7.699999999999999","8325059426"
"2690","7203195554","7.699999999999999","7203195554"
"2691","2493349049","7.6","2493349049"
"2692","9275320420","0.30000000000000004","9275320420"
"2693","7203195183","1.2000000000000002","7203195183"
"2694","8325059448","0.2","8325059448"
"2695","7203195561","7.7","7203195561"
"2696","9275320453","0.1","9275320453"
"2697","9275320327","0.4","9275320327"
"2698","7203126672","7.699999999999999","7203126672"
"2699","9275320335","3.85","9275320335"
"2700","8739173688","0.30000000000000004","8739173688"
"2701","2541276414","5.199999999999999","2541276414"
"2702","4871286844","5.5","4871286844"
"2703","9538873241","5.1","9538873241"
"2704","9538873252","0.30000000000000004","9538873252"
"2705","8739173683","0.30000000000000004","8739173683"
"2706","4871287032","0.4","4871287032"
"2707","4871286971","1.2","4871286971"
"2708","4871286632","5.199999999999999","4871286632"
"2709","8124795734","5.1","8124795734"
"2710","9538873255","0.30000000000000004","9538873255"
"2711","9091523077","0.30000000000000004","9091523077"
"2712","2541276474","2.7","2541276474"
"2713","4871286637","0.6","4871286637"
"2714","4871286926","0.30000000000000004","4871286926"
"2715","9091523074","0.1","9091523074"
"2716","4871287061","1.5","4871287061"
"2717","4871286944","0.4","4871286944"
"2718","9095804873","7.6","9095804873"
"2719","2572108986","7.85","2572108986"
"2720","4871441866","7.85","4871441866"
"2721","4871441846","0.4","4871441846"
"2722","4871441859","7.6","4871441859"
"2723","4107534494","15.0","4107534494"
"2724","9095804988","0.30000000000000004","9095804988"
"2725","9205149523","0.30000000000000004","9205149523"
"2726","4871441865","7.6","4871441865"
"2727","4871343992","15.0","4871343992"
"2728","9538873406","0.30000000000000004","9538873406"
"2729","4871508075","0.30000000000000004","4871508075"
"2730","9705314620","0.30000000000000004","9705314620"
"2731","9538873359","5.1","9538873359"
"2732","2572108995","5.1","2572108995"
"2733","8124761993","5.2","8124761993"
"2734","9091523088","0.30000000000000004","9091523088"
"2735","8167641097","5.199999999999999","8167641097"
"2736","9538873362","0.1","9538873362"
"2737","8124761994","2.2","8124761994"
"2738","9202335005","0.30000000000000004","9202335005"
"2739","9091523049","5.1","9091523049"
"2740","9091523099","0.30000000000000004","9091523099"
"2741","8167641094","0.30000000000000004","8167641094"
"2742","8167641075","5.2","8167641075"
"2743","2572109001","5.199999999999999","2572109001"
"2744","9205056974","5.1","9205056974"
"2745","9205056963","0.30000000000000004","9205056963"
"2746","9205056971","0.30000000000000004","9205056971"
"2747","8167641074","0.4","8167641074"
"2748","8167641061","5.1","8167641061"
"2749","4871508090","5.1","4871508090"
"2750","9205056973","0.1","9205056973"
"2751","9538873369","0.30000000000000004","9538873369"
"2752","8167641079","0.30000000000000004","8167641079"
"2753","4871441860","7.7","4871441860"
"2754","2572109002","7.7","2572109002"
"2755","4871508097","0.4","4871508097"
"2756","9538873376","7.6","9538873376"
"2757","8223372447","0.4","8223372447"
"2758","4871441871","12.5","4871441871"
"2759","4871441849","7.6","4871441849"
"2760","4871508080","0.30000000000000004","4871508080"
"2761","9538873377","0.30000000000000004","9538873377"
"2762","4871508091","0.30000000000000004","4871508091"
"2763","9538873370","0.30000000000000004","9538873370"
"2764","9205056975","5.1","9205056975"
"2765","2572109004","5.1","2572109004"
"2766","2572109007","12.5","2572109007"
"2767","9205056978","0.30000000000000004","9205056978"
"2768","9205056977","0.1","9205056977"
"2769","2572109022","8.0","2572109022"
"2770","9091523110","0.30000000000000004","9091523110"
"2771","5256467026","0.30000000000000004","5256467026"
"2772","4871441848","8.0","4871441848"
"2773","2572109019","7.0","2572109019"
"2774","9091523102","0.30000000000000004","9091523102"
"2775","2572109008","0.30000000000000004","2572109008"
"2776","5742856355","0.30000000000000004","5742856355"
"2777","8167641092","0.30000000000000004","8167641092"
"2778","9091523096","0.4","9091523096"
"2779","9448625452","0.1","9448625452"
"2780","8357501210","0.4","8357501210"
"2781","5742856356","0.2","5742856356"
"2782","9091523098","0.4","9091523098"
"2783","9091523090","0.4","9091523090"
"2784","9205149467","5.1","9205149467"
"2785","2572109010","5.199999999999999","2572109010"
"2786","8324428986","0.30000000000000004","8324428986"
"2787","8324428980","5.1","8324428980"
"2788","8324428970","5.1","8324428970"
"2789","8223372448","0.30000000000000004","8223372448"
"2790","8324428974","0.30000000000000004","8324428974"
"2791","2572109029","6.1","2572109029"
"2792","8223372444","0.30000000000000004","8223372444"
"2793","8223372445","0.1","8223372445"
"2794","2572109023","0.7","2572109023"
"2795","2572109015","2.5","2572109015"
"2796","2572109021","2.1","2572109021"
"2797","2572109028","5.2","2572109028"
"2798","2572109044","1.2000000000000002","2572109044"
"2799","4871441870","7.7","4871441870"
"2800","2572109038","0.30000000000000004","2572109038"
"2801","2572109040","7.6","2572109040"
"2802","8324428979","0.30000000000000004","8324428979"
"2803","2572109042","7.7","2572109042"
"2804","2572109047","0.30000000000000004","2572109047"
"2805","2572109050","5.1","2572109050"
"2806","8324428989","0.30000000000000004","8324428989"
"2807","5742856370","0.4","5742856370"
"2808","2572109052","5.2","2572109052"
"2809","9091523120","7.6","9091523120"
"2810","9091523115","0.4","9091523115"
"2811","4871441873","7.6","4871441873"
"2812","9392467453","0.30000000000000004","9392467453"
"2813","2572109045","0.4","2572109045"
"2814","9392467538","0.30000000000000004","9392467538"
"2815","9392467543","0.30000000000000004","9392467543"
"2816","9392467454","0.30000000000000004","9392467454"
"2817","9392467540","0.30000000000000004","9392467540"
"2818","9392467514","0.30000000000000004","9392467514"
"2819","9392467470","0.7","9392467470"
"2820","5742856372","0.4","5742856372"
"2821","9215491373","5.1","9215491373"
"2822","8324429089","0.30000000000000004","8324429089"
"2823","8324429078","0.30000000000000004","8324429078"
"2824","8324428997","0.1","8324428997"
"2825","8324429071","0.4","8324429071"
"2826","9215491388","0.7","9215491388"
"2827","5742856379","5.1","5742856379"
"2828","9215491387","1.1","9215491387"
"2829","8093403077","10.5","8093403077"
"2830","2572146986","10.0","2572146986"
"2831","8929712178","1.5","8929712178"
"2832","7928112488","12.5","7928112488"
"2833","9811172839","5.5","9811172839"
"2834","5923265458","10.0","5923265458"
"2835","2572147002","7.0","2572147002"
"2836","7214733954","7.5","7214733954"
"2837","2572146995","7.0","2572146995"
"2838","4069514810","5.5","4069514810"
"2839","7214733916","7.0","7214733916"
"2840","4069514815","2.0","4069514815"
"2841","6896157244","6.0","6896157244"
"2842","7927818448","6.0","7927818448"
"2843","3655252360","7.0","3655252360"
"2844","2572146996","7.0","2572146996"
"2845","7214733910","7.0","7214733910"
"2846","7214733908","7.0","7214733908"
"2847","9574290142","2.5","9574290142"
"2848","9574290138","5.5","9574290138"
"2849","7814419456","4.5","7814419456"
"2850","5745232689","10.0","5745232689"
"2851","2572147031","7.0","2572147031"
"2852","4220425676","10.0","4220425676"
"2853","7814419460","4.5","7814419460"
"2854","8023552444","1.5","8023552444"
"2855","2572152588","7.0","2572152588"
"2856","7939079049","5.5","7939079049"
"2857","3655252367","10.0","3655252367"
"2858","2572147015","10.0","2572147015"
"2859","9574290143","5.5","9574290143"
"2860","7939079052","0.5","7939079052"
"2861","9574290137","5.5","9574290137"
"2862","5923265450","10.0","5923265450"
"2863","8928827848","7.5","8928827848"
"2864","7814419457","7.0","7814419457"
"2865","4220425683","10.0","4220425683"
"2866","2572147032","10.0","2572147032"
"2867","5923265451","10.0","5923265451"
"2868","2572147023","3.0","2572147023"
"2869","2572147027","3.0","2572147027"
"2870","9519409385","7.0","9519409385"
"2871","5573283857","7.0","5573283857"
"2872","7814419467","4.0","7814419467"
"2873","2572147029","4.5","2572147029"
"2874","5745232700","7.0","5745232700"
"2875","7814419461","7.0","7814419461"
"2876","7832207167","3.0","7832207167"
"2877","2690137549","4.5","2690137549"
"2878","4952959805","4.5","4952959805"
"2879","9519409386","4.5","9519409386"
"2880","9519409387","4.5","9519409387"
"2881","5745232698","6.0","5745232698"
"2882","4952959804","4.5","4952959804"
"2883","7993884231","2.5","7993884231"
"2884","2691001169","10.0","2691001169"
"2885","2572147045","10.0","2572147045"
"2886","2572147046","13.5","2572147046"
"2887","5923265449","10.0","5923265449"
"2888","2572152593","10.0","2572152593"
"2889","2572147056","10.0","2572147056"
"2890","7214733922","4.0","7214733922"
"2891","3655252369","7.0","3655252369"
"2892","8928827883","6.0","8928827883"
"2893","7214733953","7.0","7214733953"
"2894","5573283814","7.0","5573283814"
"2895","2572147044","4.5","2572147044"
"2896","5745232701","4.5","5745232701"
"2897","7093110798","5.0","7093110798"
"2898","7093092829","7.5","7093092829"
"2899","5745232702","7.0","5745232702"
"2900","7093092823","5.0","7093092823"
"2901","4068444254","5.5","4068444254"
"2902","5923265435","5.5","5923265435"
"2903","3655252394","10.0","3655252394"
"2904","2572152602","11.0","2572152602"
"2905","5923265448","10.0","5923265448"
"2906","2691001173","7.0","2691001173"
"2907","2572152597","6.0","2572152597"
"2908","4220425687","5.5","4220425687"
"2909","2691001174","4.0","2691001174"
"2910","2572152598","6.0","2572152598"
"2911","2572147060","7.0","2572147060"
"2912","2691001183","4.0","2691001183"
"2913","8928827866","6.0","8928827866"
"2914","5923265447","10.0","5923265447"
"2915","2691001179","4.0","2691001179"
"2916","2572152625","4.0","2572152625"
"2917","8265801240","3.5","8265801240"
"2918","6017977834","0.5","6017977834"
"2919","2572147133","2.0","2572147133"
"2920","8606748483","1.5","8606748483"
"2921","8621335408","0.5","8621335408"
"2922","6017942176","1.5","6017942176"
"2923","2690053850","6.5","2690053850"
"2924","10145292107","1.1","10145292107"
"2925","6017942184","1.5","6017942184"
"2926","6017942177","1.5","6017942177"
"2927","5248769250","5.5","5248769250"
"2928","2572147134","7.0","2572147134"
"2929","2572147137","2.5","2572147137"
"2930","9665660478","7.0","9665660478"
"2931","5923265407","1.5","5923265407"
"2932","5248769240","5.5","5248769240"
"2933","9665660479","6.0","9665660479"
"2934","2690053839","5.5","2690053839"
"2935","6669276587","2.5","6669276587"
"2936","2662847736","7.0","2662847736"
"2937","6669276589","6.0","6669276589"
"2938","5923253623","7.5","5923253623"
"2939","4990628259","2.0","4990628259"
"2940","2572147142","4.0","2572147142"
"2941","4990628267","2.0","4990628267"
"2942","4990628260","4.0","4990628260"
"2943","9665660475","4.0","9665660475"
"2944","9665660474","4.0","9665660474"
"2945","4990628250","3.0","4990628250"
"2946","4990628266","4.0","4990628266"
"2947","4990628249","4.0","4990628249"
"2948","4990628254","2.1","4990628254"
"2949","4990628252","0.30000000000000004","4990628252"
"2950","2572147152","2.1","2572147152"
"2951","2572147161","7.0","2572147161"
