R_FID,center_x,center_y,s_length,humidity
1303,103.856043,30.427903,1000,87.57
1304,103.856043,30.634515,1000,92.72
1305,103.856043,30.76028,1000,90.29
1306,103.856043,30.778247,1000,91.85
1307,103.866451,30.409936,1000,85.26
1308,103.866451,30.616549,1000,91.84
1309,103.866451,30.625532,1000,91.84
1310,103.866451,30.724348,1000,87.67
1311,103.876859,30.427903,1000,87.15
1312,103.876859,30.454852,1000,89.7
1313,103.876859,30.544684,1000,88.69
1314,103.876859,30.571633,1000,88.75
1315,104.126652,30.365021,1000,92.09
1316,104.126652,30.374004,1000,91.73
1317,104.126652,30.472818,1000,87.34
1318,104.126652,30.517734,1000,83.91
1319,104.126652,30.526717,1000,84.03
1320,104.126652,30.724348,1000,88.8
1321,104.137059,30.338071,1000,94.7
1322,104.137059,30.445869,1000,90.72
1323,104.137059,30.481802,1000,87.21
1324,104.137059,30.661465,1000,81.67
1325,104.137059,30.706381,1000,88.72
1326,103.731147,30.347054,1000,78.09
1327,103.731147,30.356037,1000,78.09
1328,103.731147,30.517734,1000,94.41
1329,103.731147,30.616549,1000,92.76
1330,103.731147,30.778247,1000,94.57
1331,103.741555,30.445869,1000,88.97
1332,103.741555,30.56265,1000,96.42
1333,103.741555,30.670448,1000,95.82
1334,103.741555,30.877062,1000,98.44
1335,103.741555,30.912995,1000,97.05
1336,103.741555,30.921979,1000,96.57
1337,103.741555,30.948929,1000,95.67
1338,103.751962,30.365021,1000,75.01
1339,103.751962,30.499768,1000,93.01
1340,103.751962,30.508751,1000,93.99
1341,103.751962,30.553667,1000,96.89
1342,103.751962,30.706381,1000,96.39
1343,103.751962,30.724348,1000,95.67
1344,103.751962,30.769264,1000,92.81
1345,103.751962,30.859096,1000,99.14
1346,103.751962,30.895029,1000,98.28
1347,103.762371,30.338071,1000,73.88
1348,103.762371,30.374004,1000,75.86
1349,103.762371,30.607566,1000,93.3
1350,103.762371,30.706381,1000,96
1351,103.762371,30.868079,1000,99.2
1352,103.762371,30.877062,1000,98.85
1353,103.762371,30.921979,1000,96.98
1354,103.772779,30.356037,1000,73.76
1355,103.772779,30.382987,1000,79.52
1356,103.772779,30.409936,1000,86.27
1357,103.772779,30.733331,1000,93.55
1358,103.772779,30.769264,1000,92.11
1359,103.772779,30.81418,1000,97.21
1360,103.772779,30.912995,1000,97.8
1361,103.783187,30.374004,1000,76.43
1362,103.783187,30.454852,1000,89.68
1363,103.783187,30.481802,1000,91.83
1364,104.366037,30.517734,1000,92.25
1365,104.366037,30.56265,1000,92.34
1366,104.366037,30.5896,1000,91.85
1367,104.366037,30.706381,1000,91.49
1368,104.366037,30.76028,1000,89.24
1369,104.366037,30.948929,1000,92.35
1370,104.376444,30.427903,1000,89.22
1371,104.376444,30.436886,1000,89.92
1372,104.376444,30.499768,1000,91.44
1373,104.376444,30.571633,1000,91.99
1374,104.376444,30.634515,1000,91.73
1375,104.376444,30.733331,1000,90.14
1376,104.376444,30.742314,1000,89.25
1377,104.376444,30.76028,1000,89.35
1378,104.376444,30.895029,1000,94.53
1379,104.376444,30.912995,1000,94.6
1380,104.386853,30.338071,1000,87.93
1381,104.386853,30.374004,1000,86.73
1382,104.386853,30.39197,1000,86.68
1383,104.386853,30.41892,1000,88.3
1384,104.386853,30.652482,1000,92.27
1385,104.386853,30.697398,1000,92.98
1386,104.386853,30.769264,1000,91.87
1387,104.386853,30.850113,1000,93.44
1388,104.397261,30.499768,1000,90.2
1389,104.397261,30.526717,1000,90.74
1390,104.397261,30.553667,1000,91.14
1391,104.397261,30.56265,1000,91.26
1392,104.397261,30.580616,1000,91.05
1393,104.397261,30.670448,1000,92.36
1394,104.397261,30.868079,1000,94.16
1395,104.397261,30.904012,1000,95.79
1396,104.397261,30.921979,1000,96.04
1397,104.407669,30.356037,1000,88.44
1398,104.407669,30.41892,1000,88.86
1399,104.407669,30.436886,1000,89.3
1400,104.407669,30.499768,1000,89.95
1401,104.407669,30.598583,1000,90.36
1402,104.407669,30.661465,1000,91.37
1403,104.407669,30.670448,1000,91.72
1404,104.407669,30.706381,1000,93.1
1405,104.407669,30.751297,1000,91.45
1406,104.418077,30.356037,1000,89.19
1407,104.418077,30.382987,1000,89.28
1408,104.418077,30.41892,1000,89.49
1409,104.418077,30.445869,1000,89.52
1410,104.418077,30.463835,1000,89.58
1411,104.418077,30.481802,1000,89.57
1412,104.418077,30.535701,1000,90.2
1413,104.418077,30.580616,1000,90.32
1414,104.418077,30.697398,1000,92.53
1415,104.418077,30.769264,1000,92.48
1416,104.418077,30.904012,1000,96.27
1417,104.428485,30.472818,1000,89.36
1418,104.428485,30.679432,1000,90.71
1419,104.428485,30.688415,1000,91.45
1420,104.428485,30.733331,1000,93.35
1421,104.428485,30.841129,1000,91.66
1422,104.438893,30.347054,1000,90.69
1423,104.438893,30.445869,1000,89.97
1424,104.438893,30.472818,1000,89.15
1425,104.438893,30.481802,1000,89.04
1426,104.438893,30.715364,1000,92.66
1427,104.438893,30.733331,1000,93.82
1428,104.438893,30.778247,1000,92.63
1429,104.438893,30.805196,1000,92.43
1430,103.876859,30.670448,1000,86.74
1431,103.876859,30.715364,1000,86.88
1432,103.876859,30.778247,1000,90.23
1433,103.876859,30.939945,1000,94.25
1434,103.887267,30.338071,1000,83.07
1435,103.887267,30.400953,1000,84.36
1436,103.887267,30.454852,1000,89.42
1437,103.887267,30.463835,1000,90.52
1438,103.887267,30.796213,1000,90.66
1439,103.887267,30.841129,1000,95.68
1440,103.887267,30.895029,1000,96.58
1441,103.897674,30.347054,1000,82.93
1442,103.897674,30.445869,1000,87.85
1443,103.897674,30.472818,1000,90.99
1444,103.897674,30.616549,1000,88.42
1445,103.897674,30.742314,1000,88.05
1446,103.897674,30.957912,1000,92.56
1447,103.908083,30.356037,1000,83.06
1448,103.908083,30.365021,1000,82.76
1449,103.908083,30.526717,1000,87.51
1450,103.908083,30.948929,1000,91.65
1451,103.91849,30.463835,1000,88.58
1452,103.91849,30.517734,1000,87.81
1453,103.91849,30.553667,1000,85.87
1454,103.91849,30.661465,1000,85.26
1455,103.91849,30.832146,1000,94.61
1456,103.91849,30.859096,1000,96.65
1457,103.928899,30.481802,1000,88.8
1458,103.928899,30.490785,1000,88.84
1459,103.928899,30.499768,1000,88.55
1460,103.928899,30.508751,1000,87.87
1461,103.928899,30.778247,1000,87.92
1462,103.928899,30.78723,1000,89.28
1463,103.928899,30.81418,1000,92.15
1464,103.928899,30.823163,1000,93.46
1465,103.928899,30.859096,1000,96.67
1466,103.928899,30.886046,1000,96.46
1467,103.939307,30.382987,1000,83.26
1468,103.939307,30.499768,1000,87.47
1469,103.939307,30.56265,1000,85.11
1470,103.939307,30.580616,1000,85.09
1471,103.939307,30.5896,1000,85.17
1472,103.939307,30.643499,1000,85
1473,103.939307,30.715364,1000,85.77
1474,103.939307,30.751297,1000,87.65
1475,103.939307,30.805196,1000,91.37
1476,103.949715,30.481802,1000,86.58
1477,103.949715,30.580616,1000,84.65
1478,103.949715,30.688415,1000,84.29
1479,103.949715,30.697398,1000,84.94
1480,103.949715,30.706381,1000,85.62
1481,103.949715,30.751297,1000,87.84
1482,103.949715,30.850113,1000,96.7
1483,103.949715,30.877062,1000,96.58
1484,103.960123,30.374004,1000,82.91
1485,103.960123,30.454852,1000,84.54
1486,104.043387,30.490785,1000,79.79
1487,104.043387,30.553667,1000,83.06
1488,104.043387,30.706381,1000,84.53
1489,104.043387,30.715364,1000,84.53
1490,104.043387,30.78723,1000,91.94
1491,104.043387,30.912995,1000,92.63
1492,104.053796,30.39197,1000,83.93
1493,104.053796,30.481802,1000,80.14
1494,104.053796,30.490785,1000,80.03
1495,104.053796,30.56265,1000,83.74
1496,104.053796,30.957912,1000,92.03
1497,104.064203,30.436886,1000,83.41
1498,104.064203,30.481802,1000,80.57
1499,104.064203,30.508751,1000,80.22
1500,104.064203,30.544684,1000,82.34
1501,104.064203,30.688415,1000,83.77
1502,104.064203,30.697398,1000,84.52
1503,104.064203,30.805196,1000,92.79
1504,104.064203,30.823163,1000,95.43
1505,104.064203,30.850113,1000,97.37
1506,104.064203,30.895029,1000,95.89
1507,104.074612,30.347054,1000,86.67
1508,104.074612,30.41892,1000,85.54
1509,104.074612,30.499768,1000,80.33
1510,104.074612,30.706381,1000,85.93
1511,104.074612,30.805196,1000,92.6
1512,104.074612,30.823163,1000,95.3
1513,104.074612,30.859096,1000,97.41
1514,104.074612,30.886046,1000,96.92
1515,104.074612,30.904012,1000,95.69
1516,104.08502,30.436886,1000,85.55
1517,104.08502,30.454852,1000,84.48
1518,104.08502,30.580616,1000,84.59
1519,104.08502,30.598583,1000,83.62
1520,104.08502,30.616549,1000,82.19
1521,104.08502,30.706381,1000,86.44
1522,104.08502,30.742314,1000,87.79
1523,104.08502,30.778247,1000,89.91
1524,104.08502,30.796213,1000,91.21
1525,104.08502,30.921979,1000,95.09
1526,104.095428,30.436886,1000,86.75
1527,104.095428,30.445869,1000,86.75
1528,104.095428,30.454852,1000,85.61
1529,104.095428,30.544684,1000,82.65
1530,104.095428,30.616549,1000,82.01
1531,104.095428,30.661465,1000,80.83
1532,104.095428,30.751297,1000,88.21
1533,104.095428,30.81418,1000,93.83
1534,104.095428,30.823163,1000,95.1
1535,104.095428,30.948929,1000,94.73
1536,104.105836,30.338071,1000,90.57
1537,104.105836,30.39197,1000,88.46
1538,104.105836,30.427903,1000,89.18
1539,104.105836,30.499768,1000,82.86
1540,104.105836,30.544684,1000,82.84
1541,104.105836,30.634515,1000,80.9
1542,104.116244,30.535701,1000,82.98
1543,104.116244,30.571633,1000,84.98
1544,104.116244,30.616549,1000,81.94
1545,104.116244,30.769264,1000,89.52
1546,104.116244,30.796213,1000,91.37
1547,104.178692,30.5896,1000,86.09
1548,104.178692,30.715364,1000,89.4
1549,104.178692,30.76028,1000,89.59
1550,104.178692,30.957912,1000,95.11
1551,104.1891,30.374004,1000,94.63
1552,104.1891,30.607566,1000,85.8
1553,104.1891,30.643499,1000,85.43
1554,104.1891,30.957912,1000,94.77
1555,104.199508,30.347054,1000,95.52
1556,104.199508,30.365021,1000,95.05
1557,104.199508,30.400953,1000,92.9
1558,104.199508,30.445869,1000,90.52
1559,104.199508,30.454852,1000,90.03
1560,104.199508,30.571633,1000,84.45
1561,104.199508,30.607566,1000,86.16
1562,104.199508,30.706381,1000,89.13
1563,104.199508,30.742314,1000,91.28
1564,104.199508,30.841129,1000,90.09
1565,104.199508,30.850113,1000,91.38
1566,104.199508,30.939945,1000,94.79
1567,104.209916,30.454852,1000,89.78
1568,104.209916,30.481802,1000,87.91
1569,104.209916,30.670448,1000,87.71
1570,104.209916,30.688415,1000,87.67
1571,104.209916,30.715364,1000,88.76
1572,104.209916,30.832146,1000,87.83
1573,104.220324,30.374004,1000,93.36
1574,104.220324,30.39197,1000,91.99
1575,104.220324,30.463835,1000,89.1
1576,104.220324,30.868079,1000,90.66
1577,104.220324,30.886046,1000,91.38
1578,104.230731,30.338071,1000,94.56
1579,104.230731,30.463835,1000,88.89
1580,104.230731,30.661465,1000,90.02
1581,104.230731,30.805196,1000,87.92
1582,104.230731,30.841129,1000,87.48
1583,104.24114,30.481802,1000,88.32
1584,104.24114,30.508751,1000,86.37
1585,104.24114,30.652482,1000,91.66
1586,104.24114,30.661465,1000,91.16
1587,104.24114,30.670448,1000,90.65
1588,104.24114,30.868079,1000,88.3
1589,104.355629,30.365021,1000,86.37
1590,104.355629,30.374004,1000,85.74
1591,104.355629,30.382987,1000,85.25
1592,104.355629,30.481802,1000,92.21
1593,104.355629,30.571633,1000,92.16
1594,104.355629,30.598583,1000,91.87
1595,104.355629,30.706381,1000,91.05
1596,104.355629,30.778247,1000,93.48
1597,104.355629,30.939945,1000,91.89
1598,104.313996,30.930962,1000,90.02
1599,104.324403,30.338071,1000,89.07
1600,104.324403,30.427903,1000,86.85
1601,104.324403,30.490785,1000,91.94
1602,104.324403,30.499768,1000,91.97
1603,104.324403,30.580616,1000,90.79
1604,104.334812,30.365021,1000,86.78
1605,104.334812,30.39197,1000,85.34
1606,104.334812,30.436886,1000,89.11
1607,104.334812,30.463835,1000,91.29
1608,104.334812,30.499768,1000,92.22
1609,104.334812,30.634515,1000,93.25
1610,104.334812,30.76028,1000,89.37
1611,104.334812,30.81418,1000,94.83
1612,104.334812,30.841129,1000,91.86
1613,104.334812,30.850113,1000,90.92
1614,104.334812,30.904012,1000,90.71
1615,104.345221,30.490785,1000,92.44
1616,104.345221,30.517734,1000,92.58
1617,104.345221,30.56265,1000,92.31
1618,104.345221,30.724348,1000,89.45
1619,104.345221,30.868079,1000,90.93
1620,103.835227,30.338071,1000,80
1621,103.835227,30.347054,1000,81.02
1622,103.835227,30.436886,1000,88.68
1623,103.835227,30.508751,1000,93.79
1624,103.835227,30.553667,1000,93.99
1625,103.835227,30.56265,1000,94.26
1626,103.835227,30.715364,1000,89.33
1627,103.835227,30.778247,1000,92.52
1628,103.835227,30.78723,1000,93.75
1629,103.835227,30.796213,1000,93.75
1630,103.835227,30.805196,1000,95.01
1631,103.835227,30.841129,1000,97.57
1632,103.835227,30.957912,1000,94.94
1633,103.845634,30.338071,1000,80.79
1634,103.845634,30.472818,1000,91.94
1635,103.845634,30.499768,1000,93.69
1636,103.845634,30.517734,1000,93.23
1637,103.845634,30.634515,1000,93.33
1638,103.845634,30.706381,1000,88.72
1639,103.845634,30.733331,1000,89.37
1640,103.845634,30.769264,1000,91.35
1641,103.845634,30.778247,1000,92.19
1642,103.845634,30.877062,1000,97.56
1643,103.856043,30.580616,1000,93.47
1644,103.856043,30.607566,1000,94.33
1645,103.856043,30.751297,1000,89.84
1646,103.856043,30.81418,1000,95.26
1647,103.856043,30.912995,1000,97.07
1648,103.866451,30.374004,1000,83.82
1649,103.866451,30.544684,1000,89.64
1650,103.866451,30.553667,1000,89.36
1651,103.866451,30.56265,1000,89.07
1652,103.866451,30.643499,1000,90.15
1653,103.866451,30.706381,1000,87.14
1654,103.866451,30.742314,1000,88.89
1655,103.866451,30.859096,1000,96.87
1656,103.866451,30.868079,1000,97.09
1657,103.866451,30.921979,1000,96.07
1658,103.866451,30.939945,1000,94.85
1659,103.876859,30.374004,1000,83.5
1660,103.876859,30.382987,1000,83.76
1661,103.876859,30.508751,1000,91.54
1662,103.876859,30.517734,1000,90.58
1663,103.783187,30.697398,1000,95.04
1664,103.793595,30.39197,1000,82.11
1665,103.793595,30.472818,1000,91.12
1666,103.793595,30.580616,1000,96.3
1667,103.793595,30.5896,1000,95.85
1668,103.793595,30.661465,1000,93.34
1669,103.793595,30.697398,1000,94.17
1670,103.793595,30.859096,1000,99.13
1671,103.804003,30.832146,1000,98.44
1672,103.804003,30.859096,1000,98.85
1673,103.804003,30.895029,1000,98.39
1674,103.814411,30.598583,1000,96.02
1675,103.814411,30.652482,1000,92.62
1676,103.814411,30.661465,1000,92.04
1677,103.814411,30.724348,1000,91.61
1678,103.814411,30.850113,1000,98.53
1679,103.814411,30.868079,1000,98.49
1680,103.814411,30.895029,1000,98.12
1681,103.814411,30.904012,1000,97.9
1682,103.824818,30.616549,1000,94.98
1683,103.824818,30.697398,1000,90.23
1684,103.824818,30.733331,1000,90.4
1685,103.824818,30.751297,1000,90.4
1686,103.824818,30.823163,1000,97.09
1687,103.824818,30.912995,1000,97.48
1688,104.147468,30.454852,1000,90.17
1689,104.147468,30.463835,1000,89.34
1690,104.147468,30.499768,1000,85.76
1691,104.147468,30.517734,1000,84.32
1692,104.147468,30.526717,1000,84.25
1693,104.147468,30.643499,1000,81.85
1694,104.147468,30.679432,1000,84.52
1695,104.147468,30.706381,1000,88.81
1696,104.147468,30.715364,1000,88.81
1697,104.147468,30.81418,1000,91.64
1698,104.147468,30.823163,1000,92.37
1699,104.147468,30.859096,1000,96.88
1700,104.147468,30.930962,1000,95.81
1701,104.157875,30.39197,1000,93.85
1702,104.157875,30.41892,1000,92.76
1703,104.157875,30.517734,1000,84.08
1704,104.157875,30.571633,1000,85.59
1705,104.157875,30.661465,1000,83.21
1706,104.157875,30.679432,1000,85.13
1707,104.157875,30.697398,1000,87.83
1708,104.168284,30.535701,1000,83.62
1709,104.168284,30.544684,1000,83.38
1710,104.168284,30.5896,1000,86.23
1711,104.168284,30.625532,1000,84.23
1712,104.168284,30.643499,1000,83.55
1713,104.168284,30.724348,1000,90.44
1714,104.168284,30.742314,1000,91.06
1715,104.168284,30.769264,1000,89.58
1716,104.168284,30.939945,1000,95.58
1717,104.178692,30.365021,1000,95.16
1718,104.178692,30.41892,1000,92.49
1719,104.438893,30.904012,1000,96.37
1720,104.4493,30.409936,1000,91.73
1721,104.4493,30.427903,1000,90.49
1722,104.4493,30.445869,1000,90.02
1723,104.4493,30.490785,1000,88.83
1724,104.4493,30.571633,1000,89.17
1725,104.4493,30.643499,1000,87.45
1726,104.4493,30.751297,1000,93.31
1727,104.4493,30.76028,1000,92.77
1728,104.4493,30.81418,1000,91.46
1729,104.4493,30.823163,1000,91.08
1730,104.4493,30.841129,1000,90.6
1731,104.251548,30.39197,1000,89.6
1732,104.251548,30.41892,1000,88.43
1733,104.251548,30.454852,1000,88.67
1734,104.251548,30.616549,1000,90.85
1735,104.251548,30.652482,1000,92.77
1736,104.251548,30.670448,1000,91.89
1737,104.251548,30.76028,1000,89.23
1738,104.251548,30.778247,1000,89.57
1739,104.251548,30.796213,1000,89.14
1740,104.251548,30.832146,1000,87.08
1741,104.261956,30.382987,1000,89.43
1742,104.261956,30.409936,1000,87.91
1743,104.261956,30.41892,1000,87.82
1744,104.261956,30.463835,1000,88.89
1745,104.261956,30.508751,1000,88.26
1746,104.261956,30.706381,1000,86.67
1747,104.261956,30.715364,1000,86.67
1748,104.261956,30.76028,1000,89.16
1749,104.261956,30.939945,1000,91.33
1750,104.272364,30.553667,1000,87.03
1751,104.272364,30.930962,1000,90.38
1752,104.282772,30.374004,1000,88.78
1753,104.282772,30.472818,1000,90.03
1754,104.282772,30.481802,1000,90.29
1755,104.282772,30.517734,1000,89.75
1756,104.282772,30.688415,1000,91.1
1757,104.282772,30.841129,1000,87.77
1758,104.29318,30.41892,1000,86.44
1759,104.29318,30.490785,1000,90.76
1760,104.29318,30.5896,1000,89.67
1761,104.29318,30.598583,1000,90.9
1762,104.29318,30.733331,1000,86.47
1763,104.29318,30.868079,1000,87.25
1764,104.303587,30.463835,1000,89.97
1765,104.303587,30.499768,1000,91.21
1766,104.303587,30.688415,1000,92.41
1767,104.303587,30.706381,1000,88.32
1768,104.303587,30.76028,1000,89.14
1769,104.303587,30.769264,1000,90.41
1770,104.303587,30.921979,1000,89.68
1771,104.313996,30.517734,1000,91.67
1772,104.313996,30.607566,1000,92.27
1773,103.960123,30.553667,1000,85.52
1774,103.960123,30.715364,1000,85.47
1775,103.960123,30.859096,1000,97.22
1776,103.970531,30.544684,1000,85.94
1777,103.970531,30.616549,1000,83.81
1778,103.970531,30.859096,1000,97.33
1779,103.970531,30.957912,1000,88.35
1780,103.980939,30.365021,1000,82.76
1781,103.980939,30.400953,1000,83.52
1782,103.980939,30.436886,1000,83.01
1783,103.980939,30.463835,1000,83.05
1784,103.980939,30.481802,1000,83.34
1785,103.980939,30.634515,1000,83.68
1786,103.980939,30.76028,1000,89.09
1787,103.980939,30.823163,1000,95.42
1788,103.980939,30.912995,1000,91.56
1789,103.991346,30.409936,1000,83.31
1790,103.991346,30.553667,1000,84.72
1791,103.991346,30.607566,1000,83.21
1792,103.991346,30.652482,1000,83.94
1793,103.991346,30.670448,1000,82.93
1794,103.991346,30.697398,1000,84.38
1795,103.991346,30.76028,1000,89.19
1796,103.991346,30.823163,1000,95.77
1797,103.991346,30.939945,1000,87.95
1798,104.001755,30.436886,1000,81.73
1799,104.001755,30.445869,1000,81.73
1800,104.001755,30.472818,1000,81.14
1801,104.001755,30.481802,1000,81.3
1802,104.001755,30.490785,1000,81.53
1803,104.001755,30.742314,1000,87.06
1804,104.001755,30.778247,1000,92.49
1805,104.001755,30.805196,1000,94.29
1806,104.001755,30.859096,1000,97.33
1807,104.012162,30.571633,1000,83.36
1808,104.012162,30.607566,1000,83.04
1809,104.012162,30.697398,1000,83.97
1810,104.012162,30.850113,1000,97.46
1811,104.012162,30.868079,1000,96.62
1812,104.022571,30.41892,1000,82.68
1813,104.022571,30.427903,1000,82.26
1814,104.022571,30.670448,1000,83.41
1815,104.022571,30.688415,1000,83.15
1816,104.022571,30.751297,1000,87.76
1817,104.022571,30.805196,1000,93.61
1818,104.022571,30.832146,1000,96.54
1819,104.022571,30.948929,1000,89.3
1820,104.032979,30.347054,1000,84.12
1821,104.032979,30.427903,1000,82.19
1822,104.032979,30.472818,1000,79.63
1823,104.032979,30.652482,1000,83.83
1824,104.032979,30.661465,1000,83.73
1825,104.032979,30.670448,1000,83.63
1826,104.032979,30.733331,1000,85.9
1827,104.032979,30.81418,1000,94.58
1828,104.116244,30.850113,1000,97.48
1829,104.116244,30.859096,1000,97.8
1830,104.116244,30.957912,1000,95.54
1831,104.126652,30.41892,1000,91.54
1832,104.126652,30.445869,1000,90.13
1833,104.126652,30.490785,1000,85.74
1834,104.126652,30.544684,1000,84.1
1835,104.126652,30.571633,1000,85.44
1836,104.126652,30.661465,1000,81.12
1837,104.126652,30.778247,1000,90.54
1838,104.126652,30.796213,1000,91.36
1839,104.126652,30.805196,1000,92.17
1840,104.126652,30.81418,1000,93.08
1841,104.126652,30.832146,1000,95.15
1842,104.126652,30.904012,1000,96.72
1843,104.126652,30.939945,1000,95.97
1844,104.126652,30.948929,1000,95.9
1845,104.137059,30.356037,1000,93.93
1846,104.137059,30.41892,1000,92.19
1847,104.137059,30.652482,1000,80.86
1848,104.137059,30.796213,1000,91.14
1849,103.731147,30.544684,1000,95.89
1850,103.731147,30.706381,1000,97.17
1851,103.731147,30.796213,1000,95.37
1852,103.741555,30.382987,1000,80.89
1853,103.741555,30.472818,1000,90.58
1854,103.741555,30.544684,1000,96.28
1855,103.741555,30.571633,1000,95.36
1856,103.741555,30.895029,1000,98.07
1857,103.741555,30.957912,1000,95.63
1858,103.751962,30.463835,1000,90.21
1859,103.751962,30.481802,1000,91.46
1860,103.751962,30.544684,1000,96.66
1861,103.751962,30.634515,1000,93.35
1862,103.751962,30.688415,1000,96.73
1863,103.762371,30.436886,1000,89.28
1864,103.762371,30.56265,1000,97.8
1865,103.762371,30.670448,1000,95.29
1866,103.762371,30.778247,1000,93.21
1867,103.762371,30.796213,1000,94.55
1868,103.762371,30.832146,1000,98.76
1869,103.762371,30.912995,1000,97.51
1870,103.762371,30.939945,1000,96.07
1871,103.772779,30.463835,1000,90.36
1872,103.772779,30.553667,1000,97.31
1873,103.772779,30.778247,1000,93.25
1874,103.772779,30.850113,1000,99.5
1875,103.772779,30.877062,1000,99.02
1876,103.772779,30.939945,1000,96.38
1877,103.783187,30.616549,1000,94.24
1878,103.783187,30.670448,1000,94.05
1879,104.366037,30.508751,1000,92.15
1880,104.366037,30.607566,1000,91.88
1881,104.366037,30.652482,1000,93.5
1882,104.366037,30.778247,1000,93.42
1883,104.376444,30.356037,1000,87.25
1884,104.376444,30.463835,1000,90.93
1885,104.376444,30.508751,1000,91.54
1886,104.376444,30.670448,1000,93.24
1887,104.376444,30.688415,1000,93.26
1888,104.376444,30.724348,1000,91.4
1889,104.376444,30.81418,1000,95.75
1890,104.376444,30.823163,1000,95.33
1891,104.376444,30.948929,1000,93.7
1892,104.386853,30.365021,1000,86.97
1893,104.386853,30.382987,1000,86.6
1894,104.386853,30.436886,1000,89.53
1895,104.386853,30.571633,1000,91.58
1896,104.386853,30.76028,1000,90.11
1897,104.386853,30.832146,1000,94.46
1898,104.386853,30.877062,1000,94.52
1899,104.386853,30.921979,1000,95.27
1900,104.397261,30.347054,1000,87.61
1901,104.397261,30.365021,1000,87.3
1902,104.397261,30.472818,1000,89.94
1903,104.397261,30.481802,1000,90.03
1904,104.397261,30.571633,1000,91.17
1905,104.397261,30.5896,1000,90.88
1906,104.397261,30.652482,1000,91.76
1907,104.397261,30.706381,1000,93.05
1908,104.397261,30.778247,1000,93.5
1909,104.397261,30.805196,1000,95.05
1910,104.397261,30.832146,1000,94.15
1911,104.397261,30.850113,1000,93.28
1912,104.397261,30.886046,1000,94.95
1913,104.397261,30.930962,1000,95.86
1914,104.407669,30.365021,1000,88.27
1915,104.407669,30.39197,1000,88.33
1916,104.407669,30.490785,1000,89.87
1917,104.407669,30.607566,1000,90.22
1918,104.407669,30.921979,1000,96.57
1919,104.407669,30.930962,1000,96.41
1920,104.407669,30.957912,1000,95.23
1921,104.418077,30.427903,1000,89.46
1922,104.418077,30.616549,1000,89.52
1923,104.418077,30.724348,1000,93.04
1924,104.418077,30.78723,1000,93.36
1925,104.418077,30.957912,1000,95.63
1926,104.428485,30.508751,1000,89.46
1927,104.428485,30.805196,1000,93.06
1928,104.428485,30.850113,1000,91.68
1929,104.428485,30.912995,1000,97.03
1930,104.428485,30.921979,1000,97.21
1931,104.428485,30.930962,1000,97.19
1932,104.428485,30.948929,1000,96.5
1933,104.428485,30.957912,1000,96.01
1934,104.438893,30.580616,1000,89.41
1935,104.438893,30.679432,1000,89.96
1936,104.438893,30.823163,1000,91.7
1937,104.438893,30.877062,1000,94.48
1938,103.876859,30.643499,1000,89.24
1939,103.876859,30.850113,1000,96.45
1940,103.876859,30.859096,1000,96.77
1941,103.876859,30.877062,1000,96.9
1942,103.887267,30.508751,1000,90.8
1943,103.887267,30.526717,1000,88.72
1944,103.887267,30.778247,1000,89.53
1945,103.887267,30.78723,1000,90.66
1946,103.887267,30.948929,1000,93.24
1947,103.897674,30.338071,1000,83.27
1948,103.897674,30.400953,1000,84.26
1949,103.897674,30.41892,1000,85.82
1950,103.897674,30.526717,1000,87.93
1951,103.897674,30.535701,1000,87.93
1952,103.897674,30.544684,1000,86.94
1953,103.897674,30.56265,1000,85.53
1954,103.897674,30.643499,1000,87.46
1955,103.897674,30.715364,1000,86.38
1956,103.897674,30.733331,1000,87.55
1957,103.897674,30.778247,1000,88.94
1958,103.897674,30.868079,1000,96.96
1959,103.908083,30.382987,1000,83.36
1960,103.908083,30.670448,1000,85.25
1961,103.908083,30.724348,1000,86.76
1962,103.908083,30.78723,1000,89.79
1963,103.908083,30.823163,1000,93.63
1964,103.908083,30.859096,1000,96.63
1965,103.91849,30.347054,1000,83.2
1966,103.91849,30.454852,1000,87.79
1967,103.91849,30.56265,1000,85.31
1968,103.91849,30.580616,1000,86.18
1969,103.91849,30.616549,1000,86.66
1970,103.91849,30.634515,1000,86.4
1971,103.91849,30.643499,1000,86.06
1972,103.91849,30.76028,1000,87.98
1973,103.91849,30.78723,1000,89.54
1974,103.928899,30.382987,1000,83.24
1975,103.928899,30.409936,1000,84.55
1976,103.928899,30.706381,1000,85.91
1977,103.928899,30.895029,1000,95.91
1978,103.939307,30.41892,1000,84.77
1979,103.939307,30.490785,1000,87.67
1980,103.939307,30.661465,1000,84.33
1981,103.939307,30.688415,1000,84.57
1982,103.939307,30.823163,1000,93.81
1983,103.939307,30.948929,1000,89.05
1984,103.949715,30.409936,1000,84.35
1985,103.949715,30.670448,1000,83.26
1986,103.949715,30.832146,1000,95.2
1987,103.949715,30.921979,1000,90.7
1988,103.949715,30.957912,1000,89.02
1989,103.960123,30.463835,1000,84.98
1990,103.783187,30.78723,1000,94.61
1991,103.783187,30.796213,1000,94.61
1992,103.783187,30.81418,1000,97.24
1993,103.783187,30.904012,1000,98.4
1994,103.783187,30.912995,1000,97.9
1995,103.793595,30.427903,1000,88.5
1996,103.793595,30.454852,1000,89.71
1997,103.793595,30.670448,1000,93.24
1998,103.793595,30.850113,1000,99.2
1999,103.804003,30.338071,1000,75.8
2000,103.804003,30.356037,1000,75.98
2001,103.804003,30.616549,1000,94.76
